Ram Gopal Varma,Kshana Kshanam,/movie/81072
Ram Gopal Varma,Shiva,/movie/109001
Ram Gopal Varma,Siva,/movie/354630
Autumn de Wilde,Six by Sondheim,/movie/238478
Cathy Yan,Dead Pigs,/movie/491305
Cathy Yan,According to My Mother,/movie/518879
Cathy Yan,Last Night,/movie/567702
Stella Meghie,The Weekend,/movie/537734
Stella Meghie,|Everything, Everything|,/movie/417678
Stella Meghie,Jean of the Joneses,/movie/381035
William Brent Bell,The Boy,/movie/321258
William Brent Bell,Wer,/movie/222461
William Brent Bell,The Devil Inside,/movie/76487
William Brent Bell,Stay Alive,/movie/10069
Jake Kasdan,Jumanji: The Next Level,/movie/512200
Jake Kasdan,Jumanji: Welcome to the Jungle,/movie/353486
Jake Kasdan,Sex Tape,/movie/225886
Jake Kasdan,Walk Hard: The Dewey Cox Story,/movie/6575
Jake Kasdan,Orange County,/movie/11857
Jake Kasdan,Zero Effect,/movie/16148
Sam Mendes,1917,/movie/530915
Sam Mendes,Spectre,/movie/206647
Sam Mendes,National Theatre Live: King Lear,/movie/267821
Sam Mendes,Skyfall,/movie/37724
Sam Mendes,Away We Go,/movie/19255
Sam Mendes,Revolutionary Road,/movie/4148
Sam Mendes,Jarhead,/movie/25
Sam Mendes,Road to Perdition,/movie/4147
Sam Mendes,American Beauty,/movie/14
Sam Mendes,Company,/movie/270352
Sam Mendes,Cabaret,/movie/215768
J.J. Abrams,Star Wars: The Rise of Skywalker,/movie/181812
J.J. Abrams,Star Wars: The Force Awakens,/movie/140607
J.J. Abrams,Star Trek Into Darkness,/movie/54138
J.J. Abrams,Super 8,/movie/37686
J.J. Abrams,Star Trek,/movie/13475
J.J. Abrams,Mission: Impossible III,/movie/956
Rian Johnson,Knives Out,/movie/546554
Rian Johnson,oh baby,/movie/639141
Rian Johnson,Star Wars: The Last Jedi,/movie/181808
Rian Johnson,Looper,/movie/59967
Rian Johnson,The Brothers Bloom,/movie/21755
Rian Johnson,Brick,/movie/9270
Rian Johnson,The Psychology of Dream Analysis,/movie/268290
Rian Johnson,Ben Boyer and the Phenomenology of Automobile Branding,/movie/350085
Rian Johnson,Evil Demon Golfball from Hell!!!,/movie/250587
Rian Johnson,|Hey Lady, You Dropped Your Wallet!!!|,/movie/738470
Rian Johnson,|Ninja Ko, the Origami Master|,/movie/620777
James Mangold,Ford v Ferrari,/movie/359724
James Mangold,Logan,/movie/263115
James Mangold,The Wolverine,/movie/76170
James Mangold,Knight and Day,/movie/37834
James Mangold,3:10 to Yuma,/movie/5176
James Mangold,Walk the Line,/movie/69
James Mangold,Identity,/movie/2832
James Mangold,Kate & Leopold,/movie/11232
James Mangold,|Girl, Interrupted|,/movie/3558
James Mangold,Cop Land,/movie/2142
James Mangold,Heavy,/movie/22621
Ryan Fleck,Captain Marvel,/movie/299537
Ryan Fleck,Mississippi Grind,/movie/309242
Ryan Fleck,The Day the Series Stopped,/movie/297590
Ryan Fleck,It's Kind of a Funny Story,/movie/43923
Ryan Fleck,Sugar,/movie/17003
Ryan Fleck,Half Nelson,/movie/7859
Ryan Fleck,Young Rebels,/movie/292951
Ryan Fleck,|Gowanus, Brooklyn|,/movie/201299
Guy Ritchie,Aladdin,/movie/420817
Guy Ritchie,King Arthur: Legend of the Sword,/movie/274857
Guy Ritchie,The Man from U.N.C.L.E.,/movie/203801
Guy Ritchie,Sherlock Holmes: A Game of Shadows,/movie/58574
Guy Ritchie,Sherlock Holmes,/movie/10528
Guy Ritchie,RockNRolla,/movie/13809
Guy Ritchie,Revolver,/movie/10851
Guy Ritchie,Swept Away,/movie/12779
Guy Ritchie,Star,/movie/22599
Guy Ritchie,Snatch,/movie/107
Guy Ritchie,|Lock, Stock and Two Smoking Barrels|,/movie/100
Guy Ritchie,The Hard Case,/movie/431792
Joe Russo,Avengers: Endgame,/movie/299534
Joe Russo,Avengers: Infinity War,/movie/299536
Joe Russo,Captain America: Civil War,/movie/271110
Joe Russo,On the Front Line,/movie/291718
Joe Russo,|You, Me and Dupree|,/movie/1819
Joe Russo,Welcome to Collinwood,/movie/9260
Joe Russo,Pieces,/movie/578397
Troy Quane,Spies in Disguise,/movie/431693
Troy Quane,The Smurfs: A Christmas Carol,/movie/79443
Rob Letterman,Pokémon Detective Pikachu,/movie/447404
Rob Letterman,Goosebumps,/movie/257445
Rob Letterman,Gulliver's Travels,/movie/38745
Rob Letterman,Monsters vs Aliens,/movie/15512
Rob Letterman,Club Oscar,/movie/118254
Rob Letterman,Shark Tale,/movie/10555
Luca Guadagnino,The Staggering Girl,/movie/560949
Luca Guadagnino,Suspiria,/movie/361292
Luca Guadagnino,Call Me by Your Name,/movie/398818
Luca Guadagnino,A Bigger Splash,/movie/324807
Luca Guadagnino,Bertolucci on Bertolucci,/movie/225716
Luca Guadagnino,Skin to Skin,/movie/586381
Luca Guadagnino,Rue du Faubourg Saint-Honoré,/movie/558415
Luca Guadagnino,Chronology,/movie/558409
Luca Guadagnino,I Am Love,/movie/41110
Luca Guadagnino,Part Deux,/movie/558420
Luca Guadagnino,Melissa P.,/movie/13461
Luca Guadagnino,Cuoco Contadino,/movie/558406
Luca Guadagnino,The Making of Lotus,/movie/558422
Luca Guadagnino,Tilda Swinton: The Love Factory,/movie/558398
Luca Guadagnino,L'uomo risacca,/movie/558424
Luca Guadagnino,The Protagonists,/movie/146140
Sam Taylor-Johnson,A Million Little Pieces,/movie/499566
Sam Taylor-Johnson,Fifty Shades of Grey,/movie/216015
Sam Taylor-Johnson,James Bond Supports International Women's Day,/movie/465739
Sam Taylor-Johnson,Nowhere Boy,/movie/33511
Sam Taylor-Johnson,Love You More,/movie/277866
Sam Taylor-Johnson,That White Rush,/movie/422851
Sam Taylor-Johnson,The Last Century,/movie/428697
Sam Taylor-Johnson,After Van Halen,/movie/561765
Sam Taylor-Johnson,David,/movie/561763
Sam Taylor-Johnson,Ascension,/movie/428532
Sam Taylor-Johnson,Prelude in Air,/movie/428675
Sam Taylor-Johnson,Breach (Girl & Eunuch),/movie/428533
Sam Taylor-Johnson,Hysteria,/movie/428535
Sam Taylor-Johnson,Method in Madness,/movie/428538
Sam Taylor-Johnson,Atlantic,/movie/561703
Sam Taylor-Johnson,Knackered,/movie/428536
Sam Taylor-Johnson,Travesty of a Mockery,/movie/428693
Sam Taylor-Johnson,Pent-Up,/movie/561695
Todd Phillips,Joker,/movie/475557
Todd Phillips,War Dogs,/movie/308266
Todd Phillips,The Hangover Part III,/movie/109439
Todd Phillips,The Hangover Part II,/movie/45243
Todd Phillips,Due Date,/movie/41733
Todd Phillips,The Hangover,/movie/18785
Todd Phillips,School for Scoundrels,/movie/9842
Todd Phillips,Starsky & Hutch,/movie/9384
Todd Phillips,Old School,/movie/11635
Todd Phillips,Phish: Bittersweet Motel,/movie/26244
Todd Phillips,Frat House,/movie/54641
Todd Phillips,Hated: GG Allin & The Murder Junkies,/movie/46697
Taika Waititi,Team Darryl,/movie/505945
Taika Waititi,Thor: Ragnarok,/movie/284053
Taika Waititi,Team Thor,/movie/413279
Taika Waititi,What We Do in the Shadows,/movie/246741
Taika Waititi,42 One Dream Rush,/movie/191476
Taika Waititi,Eagle vs Shark,/movie/8748
Taika Waititi,What We Do in the Shadows: Interviews with Some Vampires,/movie/411354
Taika Waititi,|Two Cars, One Night|,/movie/51896
Jon Watts,Spider-Man: Far from Home,/movie/429617
Jon Watts,Spider-Man: Homecoming,/movie/315635
Jon Watts,Cop Car,/movie/310133
Jon Watts,Clown,/movie/112454
Jon Watts,Clown,/movie/567083
Jon Watts,The Invisible Dog,/movie/545727
Jon Watts,Clay Pride: Being Clay in America,/movie/654462
Andy Muschietti,It Chapter Two,/movie/474350
Andy Muschietti,It,/movie/346364
Andy Muschietti,Mama,/movie/132232
Andy Muschietti,Mamá,/movie/140656
George Lucas,Anthony Daniels,/movie/300580
George Lucas,Le court des grands,/movie/318017
George Lucas,Star Wars: Episode II - Attack of the Clones,/movie/1894
George Lucas,Star Wars: Episode I - The Phantom Menace,/movie/1893
George Lucas,Return of the Jedi,/movie/1892
George Lucas,Star Wars,/movie/11
George Lucas,American Graffiti,/movie/838
George Lucas,THX 1138,/movie/636
George Lucas,Filmmaker,/movie/321195
George Lucas,6-18-67,/movie/455322
George Lucas,Herbie,/movie/204958
George Lucas,Look at Life,/movie/356470
Quentin Tarantino,Once Upon a Time… in Hollywood,/movie/466272
Quentin Tarantino,The Hateful Eight,/movie/273248
Quentin Tarantino,Django Unchained,/movie/68718
Quentin Tarantino,Kill Bill: The Whole Bloody Affair,/movie/414419
Quentin Tarantino,Inglourious Basterds,/movie/16869
Quentin Tarantino,Death Proof,/movie/1991
Quentin Tarantino,CSI Las Vegas: Grave Danger,/movie/740586
Quentin Tarantino,Sin City,/movie/187
Quentin Tarantino,Kill Bill: Vol. 2,/movie/393
Quentin Tarantino,Kill Bill: Vol. 1,/movie/24
Quentin Tarantino,Jackie Brown,/movie/184
Quentin Tarantino,Four Rooms,/movie/5
Quentin Tarantino,Reservoir Dogs,/movie/500
Quentin Tarantino,Reservoir Dogs,/movie/443129
Quentin Tarantino,My Best Friend's Birthday,/movie/10614
Joe Russo,Avengers: Endgame,/movie/299534
Joe Russo,Avengers: Infinity War,/movie/299536
Joe Russo,Captain America: Civil War,/movie/271110
Joe Russo,On the Front Line,/movie/291718
Joe Russo,|You, Me and Dupree|,/movie/1819
Joe Russo,Welcome to Collinwood,/movie/9260
Joe Russo,Pieces,/movie/578397
Marielle Heller,A Beautiful Day in the Neighborhood,/movie/501907
Marielle Heller,Can You Ever Forgive Me?,/movie/401847
Benny Safdie,Uncut Gems,/movie/473033
Benny Safdie,Good Time,/movie/429200
Benny Safdie,Toback Vs. Mailer: The Incident,/movie/504923
Benny Safdie,Heaven Knows What,/movie/285024
Benny Safdie,Lenny Cooke,/movie/174374
Benny Safdie,Trophy Hunter,/movie/458636
Benny Safdie,Straight Hustle,/movie/333394
Benny Safdie,John's Gone,/movie/157876
Benny Safdie,Daddy Longlegs,/movie/58251
Benny Safdie,There's Nothing You Can Do,/movie/338742
Benny Safdie,What To Do When Choking,/movie/511533
Benny Safdie,The Ralph Handel Story,/movie/477918
Benny Safdie,Mark Goes to a Party,/movie/511730
Jon Favreau,The Jungle Book,/movie/278927
Jon Favreau,Chef,/movie/212778
Jon Favreau,Cowboys & Aliens,/movie/49849
Jon Favreau,Iron Man 2,/movie/10138
Jon Favreau,Iron Man,/movie/1726
Jon Favreau,Zathura: A Space Adventure,/movie/6795
Jon Favreau,Elf,/movie/10719
